"Gene","Dsec_Mal_AS_R1","Dsec_Mal_AS_R2","Dsec_Mal_AS_R3","Dsec_Fem_AS_R1","Dsec_Fem_AS_R2","Dsec_Fem_AS_R3","Dsec_Mal_JP_R1","Dsec_Mal_JP_R2","Dsec_Mal_JP_R3","Dsec_Fem_JP_R1","Dsec_Fem_JP_R2","Dsec_Fem_JP_R3","Dsim_Mal_JP_R1","Dsim_Mal_JP_R2","Dsim_Mal_JP_R3","Dsim_Fem_JP_R1","Dsim_Fem_JP_R2","Dsim_Fem_JP_R3","Dmel_Mal_AS_R1","Dmel_Fem_AS_R1"
"128up",14.9258,14.7532,15.0685,15.0939,14.6726,15.6773,21.3159,22.4084,20.5589,24.0729,23.7674,23.6438,18.4678,17.4375,16.8465,16.0354,16.4055,14.3005,18.109,16.2916
"14-3-3epsilon",168.898,164.403,171.302,160.786,155.917,155.029,226.149,225.576,224.255,234.12,223.577,229.271,290.394,303.448,297.16,312.65,311.467,320.515,268.334,256.645
"14-3-3zeta",338.166,344.711,338.386,312.564,303.459,307.869,425.7,433.978,430.122,434.083,451.335,447.06,458.983,463.003,450.914,447.379,458.938,467.509,566.663,535.822
"140up",15.0106,17.3518,15.8593,17.9896,18.8519,16.2476,21.8005,19.8053,22.3982,19.568,21.586,18.673,12.431,11.8321,13.9159,10.6529,12.7137,12.274,14.2437,14.1607
"18w",5.37747,5.56814,5.22179,4.58517,4.80095,4.79503,6.78541,6.77361,6.97893,7.23974,7.57955,7.50303,9.59461,8.78817,10.3805,10.1188,9.32535,10.0377,11.7209,9.05493
"26-29-p",52.4323,55.3742,52.5119,53.7885,59.4156,53.7261,73.118,75.4044,76.8472,88.9917,86.3835,86.0287,100.663,101.398,108.453,115.955,115.174,114.217,73.6349,73.0999
"312",7.66329,8.43098,9.45093,9.97871,9.55572,8.84884,11.8325,10.294,12.3424,8.84808,10.0405,9.67935,8.75324,7.56957,8.94737,8.02981,6.5811,8.35171,8.01949,8.33756
"4EHP",3.80562,3.61769,3.54254,3.6103,4.44645,4.25137,4.69786,4.32454,4.658,4.71604,4.22996,4.86241,6.1138,3.93694,6.2272,4.78934,3.90828,4.59566,23.3405,22.3989
"5-HT7",0.783465,1.04289,0.721115,0.672567,0.519592,0.820926,1.2385,1.33336,1.27611,1.27472,0.805138,1.57986,1.0702,1.37946,0.980989,1.19665,1.39099,1.06312,2.16462,2.37971
"7B2",119.073,121.802,120.869,115.034,114.515,110.29,168.252,171.348,168.453,170.872,170.7,172.804,226.885,226.443,231.968,243.799,252.928,248.784,149.035,147.737
"A16",10.5054,10.099,10.148,10.0646,9.77132,10.5397,13.5616,13.9284,14.9202,12.6984,13.4975,13.6156,16.5386,24.1072,17.2878,21.1774,28.893,23.0233,14.7587,13.9485
"ACC",22.0755,21.9811,21.7248,19.5001,19.3013,19.6385,29.1909,29.5857,29.7861,29.6197,31.2833,30.0845,21.2964,21.5065,21.285,22.8434,23.3371,23.7136,29.0516,26.984
"AGO1",3.43198,3.50256,4.42248,3.26006,3.41311,3.0186,2.11135,2.5823,2.06274,2.20821,2.00327,1.99829,0.499646,0.628838,0.370195,0.318351,0.54319,0.681463,32.8018,31.8362
"AIF",8.67075,7.60817,8.17585,7.59608,8.3729,8.48748,10.9731,10.7688,12.1467,10.7607,9.66802,9.50913,13.3547,12.9253,12.6731,8.31439,7.80144,7.5129,13.8351,13.2479
"AP-1gamma",14.2786,14.2682,14.2549,11.9679,12.8576,12.7722,15.5369,16.0339,14.8232,16.0881,16.0428,17.296,14.7588,16.6118,14.541,16.7566,17.1117,17.4542,34.9014,34.8508
"AP-1sigma",83.0449,85.1131,85.2563,75.0791,72.3939,77.3879,95.4442,105.795,97.3207,109.413,100.679,113.865,133.876,140.563,128.137,149.518,145.379,151.454,106.356,106.136
"AP-2",2.82029,2.69206,2.57983,3.00328,2.89739,2.3225,4.50171,4.16771,3.83816,4.5739,4.67913,4.8084,5.60859,5.44024,5.68263,5.96869,6.60398,5.78509,2.11842,2.11126
"AP-2sigma",80.8959,88.795,86.8555,86.1305,82.4493,76.2391,129.444,130.421,131.34,136.113,147.427,155.438,208.287,181.687,192.989,225.2,220.393,227.743,101.57,94.7364
"AP-47",31.9067,32.9516,32.3629,31.4553,31.6349,31.3947,39.6527,38.8732,40.5239,42.1831,43.605,43.594,44.0466,47.0934,44.5364,48.8671,46.8478,47.3549,46.2107,43.7384
"AP-50",40.3573,40.6319,37.9022,35.4457,37.9861,35.2938,55.6657,55.2942,56.9593,58.1513,60.2201,59.6658,69.5642,70.0129,71.1878,73.2223,72.7723,71.7697,69.169,64.0792
"APC4",2.4513,2.56565,2.65984,1.94027,2.42295,2.2117,2.84883,2.89626,3.15599,2.66951,2.93249,2.93152,3.33159,3.78705,2.93293,3.86365,3.12,3.19491,3.99443,3.31852
"APP-BP1",5.83996,5.29148,5.17869,5.35941,5.61677,5.49399,6.45537,7.35993,6.32728,6.44312,6.86386,5.9506,8.38899,7.38243,8.42782,5.57437,5.78404,4.92811,7.48239,6.86513
"AQP",37.7225,36.9877,40.5573,34.0556,35.8259,33.8979,48.3986,51.1509,48.4831,51.4446,52.2818,54.133,66.7367,64.9437,65.8209,59.8322,61.4229,66.0618,27.0328,22.3979
"AR-2",0,0.0569359,0,0,0.204494,0,0.243634,0.0436789,0.125303,0.169955,0.352616,0.282967,1.10607,0.943776,1.28059,0.943173,0.336269,0.535725,0.299349,0.303225
"ASPP",24.893,25.265,25.7394,18.7777,18.7697,19.7038,34.3497,35.4275,35.4369,37.7049,38.9235,38.1768,22.0524,20.9865,22.046,28.0431,27.7267,28.054,56.2122,50.3501
"ATP7",4.01401,3.78801,3.61181,2.65559,2.94248,2.97194,5.30945,5.26816,5.01619,5.08532,5.10168,5.24295,7.16996,6.79225,7.56555,7.93602,6.76468,7.29128,9.18395,8.34102
"ATPCL",46.5578,48.5218,47.5826,40.5231,41.6499,42.0701,52.0199,53.3167,51.7244,54.813,58.0607,56.971,57.5401,57.9866,58.5328,65.3961,67.0487,66.1123,84.5735,81.8862
"ATPsyn-Cf6",1075.57,1072.58,1042.48,1024.64,1022.1,986.164,1489.64,1503.85,1486.7,1664.43,1620.44,1612.03,1478.89,1457.11,1464.29,1500.46,1512.47,1506.79,544.15,500.967
"ATPsyn-b",517.131,535.257,522.607,504.333,495.402,491.669,817.803,823.906,826.086,847.672,850.069,854.902,1002.32,1026.9,1002.96,950.737,949.132,945.749,714.749,650.631
"ATPsyn-d",664.704,679.801,675.102,645.17,646.627,653.544,907.212,926.342,913.516,921.074,950.292,928.418,957.5,951.517,928.155,934.717,943.834,946.247,530.827,486.543
"ATPsyn-gamma",460.652,466.597,465.295,430.096,433.918,434.63,675.649,689.001,676.141,711.976,712.843,722.833,721.947,744.234,746.549,720.268,720.647,722.745,470.815,434.683
"Aac11",43.34,44.9448,45.0364,37.935,40.3708,41.8935,49.7688,51.0511,52.3239,45.945,50.9011,49.1091,55.2736,55.2488,53.5573,57.0388,57.1629,54.6632,74.384,72.5654
"Aats-ala",7.68248,8.39737,7.98664,7.12486,7.36718,7.43174,9.33894,9.83717,9.18702,10.1158,9.93152,9.39336,9.67465,9.70426,8.39113,8.92818,9.81475,10.4336,12.8322,11.9358
"Aats-ala-m",3.26035,3.84478,3.77575,3.50814,3,3.48572,4.62517,4.75876,4.5194,4.33384,4.70261,4.61687,10.5047,10.8377,10.2249,10.075,12.181,10.7483,6.60505,6.36287
"Aats-arg",7.2881,7.93314,7.3927,6.25621,7.32156,7.17539,10.0177,10.3583,10.3661,9.28152,9.33789,8.90022,16.8264,15.5147,15.4781,15.6538,14.8509,14.2967,10.1304,9.74022
"Aats-asp",12.3027,13.161,13.2118,12.1265,11.9446,12.5737,18.6692,18.4333,18.0517,19.3437,19.9962,20.4612,22.9749,23.6526,23.082,23.3414,22.838,23.4693,23.8428,21.25
"Aats-cys",3.79107,4.09634,4.48555,4.06967,4.42755,4.33092,5.40801,5.0805,5.34429,5.54995,4.76461,4.87625,4.66273,4.63381,3.97405,4.41577,4.49783,4.58146,7.27537,6.75026
"Aats-gln",7.48135,7.05798,7.25441,6.78646,6.36525,7.52964,9.44396,9.62956,9.09237,9.69057,9.41036,10.7234,10.4698,11.833,11.4923,10.0597,10.3749,10.5467,9.04959,8.78103
"Aats-glupro",4.25694,4.19114,3.85086,3.93926,3.89449,3.73492,4.66593,4.88213,4.90717,5.00035,4.4764,4.63322,7.08816,7.00938,6.98463,6.24239,6.93641,6.72896,8.90181,8.88674
"Aats-gly",8.05463,7.93149,7.98638,8.0111,7.82526,7.82439,9.64874,9.65806,10.0649,9.29169,9.59283,10.354,11.2635,11.7676,11.1566,11.4818,11.9341,11.893,14.899,13.9545
"Aats-his",16.9778,16.5824,16.8485,16.8042,16.7297,16.2815,22.9731,22.8319,23.1829,28.9106,28.8285,27.8735,37.7172,38.0317,40.2974,52.1626,51.6233,53.4502,34.7883,35.4996
"Aats-ile",5.7822,5.86787,5.54564,5.46548,5.33235,5.63965,7.67575,7.868,7.32947,7.14535,7.20861,6.98375,6.64367,6.77222,7.24842,6.46604,6.47865,6.18138,13.3402,13.8439
"Aats-leu",2.74409,2.84113,3.12934,3.08901,2.98852,2.48083,3.4622,3.33637,3.68905,3.30008,3.1078,3.60076,3.80862,3.72114,3.21425,3.82932,3.14745,3.49366,6.70004,6.46888
"Aats-lys",11.0665,13.6964,12.6029,11.0307,11.4574,11.0157,17.326,18.1961,17.1488,16.9365,17.2993,16.9108,26.7476,25.4468,27.3057,22.2171,22.392,22.1576,20.4463,17.0006
"Aats-met",0.786885,0.748441,0.670824,0.748445,0.811142,0.898208,1.35922,1.1023,1.03582,0.99605,1.15879,0.897646,1.33815,0.836657,1.10126,1.10143,0.982212,1.10262,3.14918,2.84283
"Aats-phe",20.9499,22.1994,24.0128,20.8341,22.3215,22.3902,25.1683,25.9719,24.87,26.3333,27.0342,27.1706,32.2116,32.5775,30.5619,34.1215,36.3029,38.2492,23.9465,23.5875
"Aats-pro",4.6169,5.40598,4.20031,4.35975,4.21494,4.47073,5.74665,5.66979,5.59201,6.07939,6.11146,5.80017,3.53847,3.87584,4.00437,4.56235,4.33299,5.00376,4.80408,4.76416
"Aats-ser",2.864,2.93679,2.6862,2.67735,2.1291,2.97279,3.52034,3.76316,3.25351,3.48771,2.78269,3.48582,4.2175,4.58892,4.79454,4.20371,4.52728,4.20002,4.65581,4.60767
"Aats-thr",23.1792,22.7433,21.5929,20.0657,19.1668,19.5017,25.846,27.149,27.4318,25.4741,26.0674,26.2161,33.4262,32.6144,31.6772,31.9501,32.1617,32.2911,36.5875,33.4563
"Aats-trp",8.02075,8.79206,8.58708,7.77959,7.42025,8.51829,9.67783,9.95307,9.9027,9.86134,9.58967,10.8675,10.5455,11.6124,10.5357,9.84946,12.2053,10.6048,16.3758,15.6114
"Aats-tyr",15.7538,14.823,14.8109,14.4,13.4968,14.4875,20.3048,20.895,21.0062,19.6024,21.1331,21.7098,24.1259,25.5782,24.9637,25.925,26.6047,26.6715,27.111,25.8482
"Abd-B",0,0,0,0,0,0,0,0.0220541,0,0,0.0295215,0.0568729,0.175839,0.187259,0.0358265,0,0,0,0.00410604,0.00835332
"Abi",70.4034,72.8538,74.3508,64.6908,63.5377,63.6558,89.0998,91.5074,89.3077,92.1431,96.5553,92.813,36.8218,37.9537,38.0116,42.89,44.0744,43.1133,28.0527,25.3517
"Abl",4.04065,4.33545,3.99331,3.13628,3.53718,3.48653,5.24161,5.35771,5.11107,4.95073,5.49608,5.1431,7.35267,7.23073,6.78827,7.57879,7.09205,8.02153,15.0849,14.5738
"Ac3",6.24037,6.42122,6.63698,5.34345,5.60963,4.9912,8.7873,8.41176,8.30423,7.41188,8.06046,8.44298,0.541524,0.669322,0.722774,0.474209,0.467357,0.445526,10.7599,10.6509
"Ac78C",0.284744,0.229154,0.182937,0.131688,0.156282,0.221045,0.465032,0.459124,0.484754,0.470066,0.448321,0.485098,0.912067,0.841247,0.868699,0.742701,0.8487,0.7886,0.931906,0.945151
"AcCoAS",134.661,133.527,134.451,120.07,118.306,118.296,157.319,160.484,153.771,156.938,154.223,155.782,162.208,162.817,158.636,170.407,169.19,170.317,247.841,231.426
"Acam",0.130641,0,0,0.115215,0,0,2.6508,3.05105,3.20459,0.420743,0.581626,0.280523,21.2741,23.2552,21.0343,0.125065,0.267787,0.127717,0,0.017577
"Ace",8.48762,8.23529,7.69205,7.4031,7.15081,7.364,6.29401,6.97388,6.78784,7.17037,6.6047,7.38378,4.80204,4.2296,4.69377,5.05891,5.27112,4.56369,34.7421,35.3318
"Acer",1.20849,1.14727,1.12745,0.917171,1.18283,1.10498,4.24294,4.50106,4.69014,4.89291,4.95255,4.55978,9.7011,9.18719,9.35298,5.46428,6.16938,5.12471,2.87206,3.20549
"Acf1",3.29642,2.94467,3.12736,3.0333,2.81753,2.86634,3.83261,3.86706,3.70361,3.45627,3.52415,3.5836,0.177811,0.0816597,0.312754,0.239165,0.276291,0.207221,5.7965,5.43572
"Ack",8.35296,9.37191,8.65268,7.01816,6.8798,7.03864,11.8298,11.8787,12.0893,12.7516,12.3006,11.4987,11.4131,12.3566,12.8849,12.0941,12.1066,12.4972,15.3362,13.83
"Acon",153.383,154.624,154.365,142.043,144.254,143.856,207.995,212.171,212.91,211.415,210.537,211.755,252.955,255.834,256.445,219.284,216.249,216.748,351.049,329.198
"Acp1",368.242,399.866,390.511,418.695,414.853,414.234,272.225,283.396,264.293,283.648,295.843,283.167,718.182,748.682,711.064,1355.44,1417.02,1411.61,714.914,824.899
"Acp24A4",0,0,0,0.246108,0,0.255107,0.383647,0.414051,0.39547,0.304573,0.316804,0.305618,1.00002,1.06858,1.02073,0,0.9518,0,0.0270987,0.0250968
"Acp26Aa",0,0,0,0,0,0,0,0.0502788,0.192093,0,0,0,0.868849,1.02889,1.42893,0,0,0,0.0250855,0
"Acp26Ab",0,0,0,0,0,0,2.07423,0.3719,0.710979,0,0,0,6.99664,6.78781,3.24623,0,0,0,0,0
"Acp29AB",0,0,0,0,0,0,0.251499,0.0543787,0.155928,0,0,0,0.635781,1.4629,1.30259,0,0,0.0683873,0,0
"Acp32CD",0.0610986,0,0.0628421,0,0,0.112295,2.28469,2.55237,2.67132,0.123964,0,0,9.20311,12.219,9.73269,0.238874,0,0.182948,0.0272936,0.0119945
"Acp36DE",0.0486936,0.0350671,0.11754,0.099628,0.0310348,0.0593708,0.300763,0.326021,0.311507,0.0502631,0,0.0168276,3.47562,3.42962,2.91787,0.0134822,0,0.0138518,0.0193924,0.0177915
"Acp53C14a",0,0,0,0,0.202466,0,3.53124,2.98086,2.84823,0.235741,0,0,33.3669,34.1996,26.6342,0,0,0.226907,0.0447252,0.0387154
"Acp53C14b",0.179228,0.192551,0,0,0,0.163411,2.06638,2.50608,2.26125,0,0,0,43.4678,46.925,41.389,0.189391,0.405449,0.387247,0.803581,0.476803
"Acp53C14c",0,0,0.200922,0,0.18727,0,0.587957,1.27116,0.759642,0,0,0.444584,13.8543,12.6762,11.5242,0.223122,0.478427,0.685223,0.351378,0.341274
"Acp53Ea",0,0,0,0.20075,0.218838,0,3.693,2.90275,4.33593,0.258413,0.538287,0,46.9804,42.8266,41.2729,0.500958,0.80579,1.02548,0.493244,0.312724
"Acp62F",0,0.240493,0,0,0.426087,0,3.02378,2.40048,2.78929,0.245023,0,0.24526,14.8805,15.8874,10.8574,0,0,0,0.188604,0.132427
"Acp63F",1.19959,0,1.23677,1.0392,1.12796,0,4.16851,6.73541,7.30151,4.19512,0.727367,3.50806,1.54153,2.47137,0.786346,0,0,0,0.060452,0.104702
"Acp65Aa",6.58341,6.34953,6.09278,7.23613,7.20315,5.69299,12.371,9.83837,11.3119,17.129,16.2447,21.5081,14.9519,12.3709,15.6672,19.9068,17.7383,20.6374,0.812238,1.45513
"Acp70A",0,3.87573,0,0,0,0,0,7.53446,12.0476,0,0,0,156.409,128.41,110.064,0,0,0,0,0
"Acp76A",0,0,0,0,0.0466632,0,0.0678606,0,0.175371,0,0,0,1.45661,0.696068,1.27329,0.0406144,0,0,0,0
"Acp95EF",15.138,4.03047,7.76517,6.13731,6.61423,9.53049,31.9206,36.7302,45.3076,4.29995,17.765,4.29512,1085.16,833.168,997.171,131.212,69.0699,49.9309,3.74189,3.6749
"Acph-1",4.57696,5.17157,5.28853,5.04271,4.68208,5.1733,7.52287,6.67989,7.18365,6.93592,6.51675,6.38177,9.63315,9.37598,9.80721,8.88102,9.54186,9.21942,9.82765,9.6287
"Acsl",81.1824,79.3594,77.8473,65.5739,63.1378,63.9637,88.6903,92.4249,91.0927,94.5198,93.2013,92.9846,103.668,105.453,103.751,111.174,110.962,110.197,175.296,163.253
"Act42A",29.9193,33.7096,33.9216,31.9121,32.8171,32.1045,65.2406,63.2428,63.8669,60.1656,64.7308,64.144,133.082,128.641,133.672,132.339,133.611,131.955,35.0256,33.7663
"Act5C",432.101,437.853,436.706,390.622,402.434,408.278,637.35,641.527,643.09,696.992,718.083,700.442,860.41,837.022,852.331,928.115,932.198,933.227,384.465,352.366
"Actbeta",11.77,11.2545,11.0506,10.4672,10.6909,10.1429,15.0498,14.7314,14.4445,14.4731,13.8773,14.6149,8.40743,8.20393,8.37845,7.78071,8.7219,8.6144,24.2053,23.6682
"Actn3",0,0,0.0243885,0.0413067,0.0225622,0.0215562,0.351548,0.400678,0.437283,0.0730287,0.0761064,0.024446,3.68946,4.33139,3.82793,0.024318,0,0,0,0.0329212
"Acyp",0.209629,0.224687,0,0,0,0.192719,0.60774,1.30673,1.71932,0,0.244615,0.235886,12.8085,8.12621,11.1228,0,0,0.64394,0,0
"Ada",2.26169,2.34317,1.62722,1.59708,1.48793,1.58044,2.18901,2.29863,1.87824,2.13472,2.53703,1.7478,0.600585,0.51568,0.615424,0.262839,0.28172,0.223992,3.69798,3.28342
"Ada2b",7.11382,7.51724,7.05023,5.95026,5.5578,6.11629,8.99686,8.19648,9.22544,8.16628,8.26999,8.20409,6.21269,6.40395,7.29916,6.89769,7.46851,7.10033,11.373,10.213
"Adam",37.9345,39.8379,39.8109,37.9854,37.7575,38.3177,60.4465,56.9388,56.3657,56.4311,62.8935,62.8454,74.6883,74.7445,71.418,81.1766,78.4408,78.6759,63.6519,59.8911
"Adf1",17.2213,21.6216,21.2787,18.8261,19.9481,20.1207,27.4578,30.1352,32.0412,32.1893,32.5931,33.6328,34.0103,32.2366,33.3185,33.8248,35.7745,34.5277,22.4304,22.5239
"Adgf-A",0.159997,0.114613,0.301802,0.16599,0.102984,0.22163,0.466834,0.356892,0.341191,0.400028,0.388069,0.347591,1.24596,1.44902,1.27544,0.23111,0.329915,0.262441,0.358968,0.304042
"Adgf-B",0.0842443,0.0905545,0.057828,0.0250392,0.081558,0.0519982,0.853551,1.07506,0.817645,0.11209,0.0582945,0.0280998,5.61076,5.53991,6.11138,0.0259279,0.0555254,0.0795379,0.0342579,0.012374
"Adgf-C",3.97459,3.81516,4.08511,3.35727,2.88812,3.7605,4.80298,4.2326,4.3696,5.14313,4.69799,4.68327,1.65158,1.50762,1.72924,1.75429,2.1236,1.64649,1.17901,1.142
"Adgf-D",8.34083,7.83755,7.42582,7.79274,8.61924,8.38857,21.5077,21.6146,22.5643,30.5242,33.014,30.1956,46.7041,45.3603,47.6653,54.3092,52.5621,52.6062,3.48376,3.30312
"Adgf-E",0,0,0,0.0229597,0,0.0237934,0.408818,0.481939,0.441335,0.0267048,0,0.0266984,4.22035,4.20428,3.98703,0.0250582,0.0535273,0.0511899,0.0128614,0
"Adh",629.945,644.412,627.928,641.341,642.669,649.084,851.788,845.434,841.177,982.794,986.572,987.41,1516.03,1504.78,1509.9,1505.37,1483.02,1463.17,441.596,397.431
"Adhr",0.31473,0.474584,0.454428,0.280689,0.427047,0.525067,0.49667,0.927359,0.83925,0.384213,0.599994,0.514552,4.84067,5.72367,5.3021,4.20973,3.98868,4.7598,5.88094,5.06961
"Adk1",511.902,516.986,519.796,453.594,457.175,449.095,607.56,616.047,626.868,614.194,611.595,614.768,588.713,604.149,595.457,678.088,685.241,667.179,767.313,648.759
"Adk2",1.26926,0.915332,1.14725,0.993034,1.29662,1.18734,1.68528,1.7243,1.54465,1.54403,1.54418,1.59895,117.74,114.464,118.403,125.799,131.592,129.091,106.422,97.6848
"Adk3",66.8949,65.6508,67.0962,65.5453,63.7598,63.0673,98.0191,96.7292,97.1279,103.889,101.644,105.096,24.6971,24.0588,25.4641,23.9218,24.4177,24.1121,46.2596,41.6023
"AdoR",1.62051,1.6975,1.39308,1.28514,1.40834,1.48624,2.29842,2.18585,1.81497,2.84068,2.44667,2.45559,1.02909,0.816704,0.969948,0.929186,1.09241,0.854968,1.27694,1.24211
"Ady43A",46.1736,48.5426,49.3964,42.9126,47.191,47.9143,59.7042,54.5012,58.2744,66.6386,66.7797,65.5764,29.4609,29.4289,30.0324,38.5634,39.489,39.9357,51.2323,47.478
"Aef1",7.48163,6.09979,7.68514,6.45826,5.61046,6.38598,7.7395,8.01097,8.27306,7.94014,10.3695,8.39841,6.30975,6.02296,6.50156,6.65986,7.06886,6.98436,17.3002,16.8911
"Afti",2.13517,2.09238,1.96937,1.60382,1.8897,1.69576,2.36849,2.1273,2.33312,2.22826,2.03318,2.30207,3.60556,3.43395,3.93718,3.20869,3.91606,3.77635,8.69033,8.04753
"Ag5r2",0,0.0702702,0,0,0,0,0,0.0512305,0.0490992,0.0681599,0.0705944,0.13611,2.62163,2.13459,2.98995,0.347921,0,0.118399,0.030549,0
"Ahcy13",4.93945,4.35422,4.42253,1.96917,2.19278,1.54996,7.17683,6.86306,7.56601,4.66071,4.97783,4.19818,14.942,14.7846,14.893,8.66411,9.41813,9.65917,16.4118,11.9474
"Ahcy89E",57.4545,58.2394,58.0745,54.6617,56.7878,56.2531,70.1374,69.7631,69.8315,76.0583,76.2286,76.1158,42.571,41.5552,43.0667,46.5763,45.1218,45.0773,19.4762,18.8964
"Ak6",4.88632,3.85935,4.02845,5.30596,5.86835,4.80905,5.88244,4.40147,5.18177,3.65149,3.91237,4.11499,7.9857,10.2334,8.76397,9.03753,7.18639,7.18181,8.18253,7.49942
"Akap200",5.95199,6.79013,6.46452,6.1452,6.16688,6.75431,10.734,11.5466,10.8187,13.0692,13.8675,13.8743,14.7795,15.6249,14.6971,12.5362,12.1263,12.2787,22.3473,25.5092
"Akh",3.75059,2.41023,1.53987,2.61064,1.40485,1.34884,2.07922,4.45863,2.13641,2.61778,5.42093,7.84994,16.1972,15.2008,14.5368,19.5028,12.106,19.0641,0.712512,0.97103
"Akt1",9.0495,8.93103,8.9845,7.4556,7.38051,7.68688,10.2778,11.0561,10.3995,9.68659,9.57445,11.3038,9.59843,9.1883,9.01095,10.4935,9.49417,9.81929,15.1661,14.0851
"AlCR2",0.595472,0.548106,0.583196,0.478089,0.354412,0.391379,1.05939,1.16326,0.941253,0.97627,1.40182,0.747392,0.638987,0.726237,0.571865,0.770919,0.581437,0.701358,0.672281,0.821922
"Ald",353.183,360.325,365.31,331.708,330.763,329.654,529.914,548.906,542.324,552.34,566.556,551.545,775.536,800.112,798.737,694.03,722.477,723.198,665.126,613.617
"Aldh",92.4375,95.1855,93.2154,102.697,105.001,105.213,112.794,111.432,112.278,117.065,122.488,120.252,371.203,375.365,379.53,402.083,400.987,401.017,499.627,501.866
"Aldh-III",150.521,156.839,154.275,161.056,166.996,163.449,195.406,193.811,198.156,193.408,196.738,192.481,231.872,234.464,231.067,258.617,258.833,259.682,360.614,351.124
"Alg10",5.12185,5.14828,5.19528,5.19838,4.97834,4.92686,8.04392,7.01425,6.9346,6.29335,7.05268,6.56853,9.97131,9.09354,9.37007,8.49913,10.065,8.68791,6.20145,6.22115
"Alh",3.87794,3.70964,4.30696,2.84524,2.7775,3.15003,4.64968,5.0944,4.68329,4.48752,5.17011,4.22589,3.09624,2.97729,3.17349,3.0893,3.42513,3.18786,12.5258,11.6545
"AlkB",4.93357,5.10673,5.15199,4.10044,3.93159,3.63614,5.98827,5.48439,6.0181,4.04539,5.03925,4.06396,7.99505,7.99106,9.10104,4.95732,5.28056,5.17418,8.23586,7.17661
"Alr",8.32495,10.5093,8.02179,7.05959,6.68884,8.4468,11.897,13.7722,13.4165,11.9697,11.7023,13.117,19.8642,17.9397,18.0162,12.7579,13.7905,14.489,12.9486,10.6962
"AlstR",2.57859,1.87935,2.29134,3.12781,3.10391,3.00599,2.54457,2.41418,2.65485,3.70102,4.38145,4.03542,1.24447,1.19811,1.71836,1.33628,1.62164,1.54837,1.41406,1.73824
"Ama",0.382775,0.364587,0.174712,0.225346,0.486586,0.233154,0.685496,0.982025,0.906744,1.27997,1.18275,1.23171,3.34714,2.96131,3.58688,4.89383,4.7493,4.29504,0.0824903,0.0470846
"Amph",58.4141,57.9593,58.5782,52.6775,52.1058,52.1559,70.7631,72.3305,69.7993,71.3705,71.3921,73.0793,63.7836,64.2921,63.7586,67.5082,66.1792,65.2635,158.798,151.979
"Amun",28.8909,29.8677,30.1156,24.4244,25.5166,24.3397,40.4429,41.5869,40.0185,42.9499,42.8733,44.1402,44.4382,46.2752,43.9895,50.5435,51.9697,51.0438,50.3029,53.7739
"Amyrel",0.0286728,0,0,0.0254361,0,0.0263716,0.0215101,0,0.0221575,0.0595314,0,0,0.0805434,0.129048,0.205545,0.0572778,0.030597,0,0.0757312,0.0335873
"Ance-3",45.7818,45.096,46.6398,43.5009,44.99,45.1219,59.8034,58.87,59.2424,58.9366,59.539,59.6783,67.843,65.9305,66.0628,77.3989,77.9324,78.9569,78.0627,83.2697
"Ance-4",0.198156,0.0790085,0.478082,0.292687,0.254381,0.255044,1.08877,1.20626,1.26011,1.76076,2.13454,2.00237,2.79758,2.3131,3.14417,3.34723,3.00862,2.82984,0.615677,0.876306
"Ance-5",2.43722,2.59367,3.23049,2.71222,3.13713,3.02291,6.57846,7.09043,6.7024,9.30001,10.0127,9.67739,10.4562,11.0441,11.5503,14.2091,13.9801,12.4166,3.36459,3.90612
"Andorra",0,0,0,0,0.146548,0,0.231259,0.186327,0.356513,0.241974,0.0837428,0.161669,2.8099,1.683,3.94028,0,0.269923,0,0.0168779,0.0899266
"AnnIX",299.19,314.285,302.982,281.916,276.542,280.869,431.77,445.556,443.15,469.218,477.295,480.39,469.651,464.6,473.186,557.13,560.026,567.551,496.141,429.384
"AnnX",187.097,192.274,189.694,154.17,159.195,162.487,244.297,256.259,245.027,222.054,221.939,229.646,276.763,276.162,279.643,282.889,282.558,285.79,304.212,324.347
"Antp",0.13784,0.110968,0.141624,0.0592366,0.063995,0.244747,0.231176,0.279618,0.208332,0.243694,0.336755,0.283778,0.263582,0.112236,0,0.0368128,0.0787109,0.0754207,0.0442852,0.0385941
"Anxb11",28.0854,30.3664,28.3295,26.7028,25.8248,26.5724,37.5713,37.4062,37.3848,36.6486,36.2465,37.5176,48.383,52.2657,47.752,52.3888,49.7847,55.2384,86.3324,99.9696
"Aos1",8.95024,8.3729,9.41527,8.2494,9.06714,9.27201,11.4666,10.6858,11.0681,9.43615,9.26637,11.0545,11.0166,12.3962,12.0408,10.8605,11.2134,10.7152,14.869,14.565
"Apc10",4.77985,5.82835,5.77327,5.69952,6.09548,5.65971,6.261,5.83051,5.50716,6.25598,5.99587,7.51485,5.39237,4.98217,4.13172,3.42521,4.82971,4.79716,10.22,9.40697
"Apc2",0.80102,0.972791,0.657065,0.880782,0.788536,0.808057,1.29123,1.09849,1.34084,1.38712,1.35325,1.37655,1.22296,1.34335,1.39936,1.35027,1.55649,1.20496,1.27906,1.11711
"Apc7",0,0,0,0.0417381,0,0,0,0.0782061,0,0,0,0.0505231,0.800229,0.32884,1.00766,0.304748,0.279696,0.445013,0.369841,0.214172
