"Gene","Dsec_Mal_AS_R1","Dsec_Mal_AS_R2","Dsec_Mal_AS_R3","Dsec_Fem_AS_R1","Dsec_Fem_AS_R2","Dsec_Fem_AS_R3","Dsec_Mal_JP_R1","Dsec_Mal_JP_R2","Dsec_Mal_JP_R3","Dsec_Fem_JP_R1","Dsec_Fem_JP_R2","Dsec_Fem_JP_R3","Dsim_Mal_JP_R1","Dsim_Mal_JP_R2","Dsim_Mal_JP_R3","Dsim_Fem_JP_R1","Dsim_Fem_JP_R2","Dsim_Fem_JP_R3","Dmel_Mal_AS_R1","Dmel_Fem_AS_R1"
"Apf",18.1823,18.0944,14.032,12.4483,14.4976,18.0285,22.732,24.5454,25.3836,22.0694,19.892,19.7835,23.4537,24.0051,26.3447,24.0646,24.6815,29.2383,23.4591,24.3301
"Aph-4",43.5136,42.5723,41.6791,32.4098,32.3254,33.5094,43.4226,43.8478,44.4513,41.8247,42.6416,42.4039,75.5594,74.6949,71.9256,80.1976,76.3904,77.6791,158.181,141.118
"Appl",7.27508,8.69437,7.64179,7.37538,6.98939,6.46008,4.31535,3.90832,3.84741,3.00168,2.54651,2.95385,7.75576,6.94437,7.01485,7.76186,6.8625,7.83823,110.325,108.989
"Aprt",12.7105,10.8844,10.4308,10.3988,10.7874,11.5832,16.3168,17.878,15.972,18.6224,19.5435,16.3526,28.0754,25.2031,27.3246,28.9072,25.8791,24.8637,13.8664,13.6996
"Aps",58.2863,57.6391,56.5224,50.7672,52.2791,51.0832,65.3278,64.6214,67.2813,78.5011,79.7572,77.1679,73.6261,74.3894,75.2447,85.3992,88.1362,82.1395,79.4375,77.5866
"Arc42",74.2802,74.4847,75.9159,73.3059,69.4282,74.3328,100.263,100.115,101.485,102.289,102.834,105.306,23.9846,24.6934,24.4109,27.3038,27.0895,25.9578,21.2334,21.7697
"Arf102F",182.511,191.8,182.652,183.592,184.585,181.367,254.16,254.445,258.283,245.087,239.718,244.418,298.135,284.956,296.572,292.884,282.004,296.717,214.866,208.671
"Arf51F",57.0238,51.4233,56.8965,58.3486,54.6659,53.3788,79.8448,82.0326,72.9037,79.4372,79.1654,81.7352,95.0791,93.2658,101.448,102.496,93.6153,96.8938,65.1482,62.2907
"Arf72A",40.7493,37.9912,38.7761,35.8984,37.0922,39.85,47.2254,44.4186,41.9005,46.9023,50.8664,51.8044,40.6568,44.215,49.2625,47.4502,41.9928,45.8909,50.8689,47.1098
"Arf79F",269.56,281.484,284.994,264.658,270.815,259.24,387.582,386.405,378.807,400.101,404.083,399.285,413.592,416.19,414.844,443.903,438.14,420.83,281.461,262.486
"Arf84F",8.60461,9.68913,10.7892,9.31338,10.1385,9.87289,15.0792,14.6774,14.4004,13.2235,12.4387,13.6562,20.9426,22.8398,18.2618,18.3775,18.1362,18.8106,15.1365,15.2994
"ArfGAP3",17.9598,19.209,18.1476,16.8733,15.6674,15.5082,22.7233,21.6425,22.3703,22.7285,23.6497,24.4303,23.6823,25.7948,24.244,25.6344,27.7261,26.8558,23.0424,22.3557
"Ark",6.11215,6.67992,7.11559,5.9661,6.3006,6.40775,8.33344,7.86702,8.17349,7.91304,7.71629,8.22126,9.42511,9.32138,9.4675,10.6035,10.1538,10.5194,10.2609,10.011
"Arp1",107.219,107.768,102.102,91.6775,90.797,93.6865,155.875,160.269,157.018,167.266,167.86,166.255,147.43,151.712,151.33,170.124,173.587,172.477,113.057,101.629
"Arp10",18.9437,19.2116,20.2941,16.2726,15.0969,16.8123,27.7807,27.1237,27.0592,24.6581,24.4161,27.5581,48.7219,48.9962,48.514,48.6212,46.9574,50.8833,23.5914,21.6243
"Arp2",10.4504,11.0245,11.504,11.9537,12.276,12.5463,13.3489,14.4883,13.3612,15.2797,15.3494,15.4061,11.9769,11.1102,10.8955,10.8342,11.6819,12.9667,20.9438,22.1773
"Arp3",12.1371,13.6273,13.5134,13.967,12.869,12.9024,19.0055,19.9001,18.1058,19.9974,19.8642,17.2435,23.2142,24.8986,21.2803,22.6821,23.088,24.258,25.4772,22.992
"Arp5",2.67736,2.58787,2.81386,2.66674,2.72708,2.45178,3.68838,2.90941,3.25214,3.12493,3.55389,3.2655,5.10881,4.62557,4.87402,4.89216,5.21751,5.89085,9.11848,8.52709
"Arp53D",0.0411631,0.0442589,0,0,0,0.0381205,0.480881,0.323974,0.340975,0.0832286,0,0.0417075,3.76114,4.08329,3.22714,0,0.0850032,0.0406185,0,0
"Arp6",8.82936,8.78265,8.68881,6.26881,6.69052,8.47207,11.9524,11.6668,11.125,8.41839,8.94998,10.4293,16.6695,17.4519,16.3592,13.9124,15.3024,13.4101,21.0643,17.5208
"Arp8",3.44976,3.34017,3.66612,3.67638,3.01118,2.77172,4.08703,4.47825,3.70483,3.91719,4.3592,4.61462,7.62145,7.32256,7.89292,7.26438,7.50626,7.20017,3.77481,3.53148
"Arpc1",26.4113,27.3609,27.2479,23.1004,24.5779,22.6358,37.5399,38.4067,40.8546,39.9569,45.1215,43.5097,53.6009,53.8479,50.4511,57.3689,55.5979,56.6,44.4907,41.8216
"Arpc2",17.0528,17.8852,17.6332,18.3147,16.3199,18.9507,26.0843,26.72,27.0879,27.4427,23.8811,25.5705,27.5527,29.4688,27.3081,26.4166,26.3066,25.8577,22.6978,21.784
"Arpc3A",27.534,28.8009,30.1184,28.5574,31.6136,29.4911,41.2532,42.0135,40.2231,48.292,45.694,41.0319,55.8966,57.658,56.0471,59.8011,60.231,68.1163,31.8839,30.3345
"Arpc3B",1.11012,0.595957,0.571959,1.63864,2.84507,2.21163,1.59272,2.00327,2.87388,4.28459,4.46344,6.45871,6.45057,6.06244,7.56651,7.11003,6.98225,6.79874,1.70915,2.58759
"Arpc4",52.2637,55.7741,50.4766,50.5033,49.198,54.0624,73.2519,81.7861,78.9806,86.3072,79.3381,77.3439,81.1032,79.8929,76.3592,84.693,86.2797,91.0751,58.9452,50.6663
"Arpc5",36.0142,31.7897,29.5415,32.5741,38.0688,37.2001,44.2316,43.2414,45.6852,47.7981,47.8105,46.9808,68.9231,69.1451,70.5495,78.5131,77.7737,72.4907,28.0189,25.5679
"Arr1",66.4628,66.8089,61.2329,64.6207,61.7124,67.1645,337.722,341.183,340.544,485.145,494.382,473.515,633.359,645.745,641.6,639.007,640.872,640.103,59.9049,68.343
"Arr2",68.4242,71.9967,74.4794,73.2911,72.8532,71.0032,305.548,311.276,310.692,421.38,424.375,417.162,639.796,648.86,637.404,645.42,655.899,653.064,105.112,116.243
"Ars2",11.8525,11.9533,12.6247,11.3436,11.4143,11.5638,13.4824,13.5389,14.4355,13.2725,13.2319,13.7549,16.9045,17.138,17.3276,17.501,16.7687,17.2967,18.9742,18.6707
"Art1",5.949,7.17851,7.11831,5.90912,6.45171,6.66829,7.11613,8.80868,7.60379,8.61097,7.76174,8.58251,11.3896,11.9567,12.0069,9.91114,11.8847,10.8704,10.9486,10.0552
"Art2",0.0401349,0.2155,0.123815,0.142453,0.231721,0.258355,0.306794,0.231408,0.221313,0.384014,0.177361,0.128178,0.776882,0.415513,0.510491,0.275277,0.378845,0.20101,0.423243,0.398183
"Art3",3.4642,3.86659,3.2242,3.64768,3.09785,3.29189,4.13776,4.11436,4.14949,3.73728,3.6311,3.68636,3.10094,4.19254,4.32454,2.49757,2.82661,3.18078,3.75952,3.75539
"Art4",3.62798,3.97432,3.70388,3.78072,3.25315,2.9966,4.13633,4.37341,3.98902,3.76324,4.41973,4.21127,5.18258,6.20197,5.60696,5.83979,5.66137,5.15632,7.81506,6.67479
"Art6",0,0.037624,0,0,0,0,0.0519465,0.0840781,0.0267947,0,0,0,1.20835,0.613275,0.911212,0,0,0,0,0.0119099
"Art7",3.96946,3.82892,4.03955,2.97298,3.90343,3.42443,5.26992,4.83885,5.85382,6.0368,5.62916,5.81621,3.49094,3.16776,3.54205,2.77831,2.76352,3.3359,2.83253,2.82256
"Art8",0.936192,1.19719,0.6417,1.26531,1.07228,1.55872,1.37296,1.05704,1.28079,1.13471,1.27336,1.49981,2.53626,1.76124,2.65734,2.51855,1.86226,1.59137,2.90445,3.13102
"Art9",0,0,0,0,0,0,0.0373225,0,0,0,0,0,0.338642,0.727616,0.13891,0,0,0,0,0
"Asator",4.34875,4.16541,4.86355,3.84409,3.78968,4.47958,3.81209,4.01252,3.60971,3.42259,3.31742,3.82394,3.82022,3.47814,3.84029,3.25964,3.30704,3.43182,33.992,33.3951
"Asph",28.6499,30.8601,29.5746,26.3288,27.6305,26.8345,41.7672,43.0285,42.3679,46.5444,46.112,47.0416,54.7162,55.0009,54.7166,64.2916,64.7133,64.5201,50.9548,55.4592
"Ast",0.539658,0.433339,0.138667,0.59509,0.128475,0.245842,2.23642,2.29174,2.5068,2.81932,1.84082,2.06962,6.7932,7.20616,8.21664,5.45869,6.53803,5.56277,0.539029,0.549596
"Ast-C",0.705897,0.504582,0.483257,0.416725,0.676348,0.430938,5.90233,6.52558,5.90106,8.42293,6.88315,8.42805,14.9064,18.1399,17.3994,12.8916,11.5678,10.5776,0.690775,0.517372
"Ast-CC",0,0.0606762,0.0582244,0.0501942,0,0.104011,0.334703,0.450388,0.172278,0.297284,0.185246,0.297786,0.550982,0.335803,0.401535,1.06247,1.01606,1.42642,0.029146,0.0785369
"Asx",1.66655,1.59869,1.54809,1.32914,1.39716,1.19409,1.22364,1.40543,1.45796,1.204,1.40808,1.3031,3.63767,3.61126,3.75033,3.78894,4.12007,3.90279,7.78388,7.36867
"Atac2",2.30554,2.35362,1.8101,1.71808,1.96727,1.96037,2.72216,2.52465,2.46637,2.74921,2.50925,2.45468,2.85036,2.21921,1.97429,2.5731,1.89842,2.26996,2.21425,2.35524
"Atac3",5.02614,4.46421,4.20753,4.08286,4.04446,3.84886,6.50263,6.56559,6.26904,5.35938,5.70776,5.85954,8.01893,7.50075,8.19059,7.90126,7.22528,7.39852,5.68924,5.40037
"Ate1",15.345,14.2956,16.5971,14.9436,14.9791,14.3038,20.435,20.775,20.3733,20.7222,20.9837,18.8737,50.4308,49.2079,48.7327,55.7182,56.6029,54.1589,30.0003,29.1523
"Atet",50.7814,52.2534,52.3739,41.9629,43.022,44.0888,49.461,51.2979,51.7666,50.0725,50.2193,50.71,37.4313,38.9788,37.548,40.4699,42.4712,39.797,78.1741,75.0445
"Atf3",0.818996,0.731147,0.980543,0.644104,0.768765,0.648379,0.575575,0.769442,0.512968,0.450575,0.644677,0.599388,0.402734,0.593569,0.473561,0.278218,0.160009,0.196537,5.85233,5.91043
"Atf6",7.73844,7.16154,7.96159,6.64143,6.89113,6.8595,9.30483,9.13371,8.85329,8.42444,8.01909,8.00365,17.505,17.9397,16.5549,17.7928,17.9336,16.8172,24.6882,26.7206
"Atg1",25.5297,25.4162,26.8242,20.2436,19.8158,20.1668,43.6133,42.9077,44.0884,48.3355,47.2319,47.8044,62.7251,64.368,63.9395,78.4878,82.7491,79.7975,45.9744,41.5403
"Atg12",20.3532,18.8759,20.0903,21.1818,15.7601,20.2004,25.8681,25.5645,23.6408,29.4651,28.7001,26.7663,43.6392,44.3531,40.8816,49.284,50.0401,43.79,36.8888,33.8153
"Atg13",6.77725,6.63941,6.5667,6.79301,5.93423,6.20087,11.5266,11.0489,11.4388,12.7324,12.1755,11.9769,16.5916,17.0869,16.3775,19.3041,19.218,18.938,17.9609,17.6424
"Atg18",25.9467,27.2074,27.3719,23.2616,25.0739,25.2206,36.8334,35.9464,37.3647,36.7032,39.9673,36.7619,52.0943,51.2132,53.2244,55.0256,52.5438,53.9421,44.3265,43.8653
"Atg4",28.2639,26.6253,28.9252,28.5613,26.7307,24.4981,34.0561,38.2432,36.7228,36.6221,36.8904,39.313,34.5667,38.4356,33.1296,36.1389,40.1309,37.7868,27.4689,25.9225
"Atg5",7.23554,5.2689,6.00899,7.34169,7.23877,8.05,8.21805,8.90076,8.65544,10.1014,10.0613,6.52529,11.1587,10.5141,9.59231,11.6743,11.2831,11.4075,12.1235,11.8373
"Atg6",17.408,17.6989,18.7536,16.7655,16.4965,18.1488,23.1624,22.0812,22.7936,21.991,23.195,21.8366,25.2225,25.7022,25.7584,27.4644,29.6369,26.9942,24.6449,23.1034
"Atg7",6.07275,6.06396,5.43184,5.54296,5.37745,5.99103,7.44943,7.21373,7.04744,7.89267,7.517,7.45854,7.61068,6.48745,6.9868,7.76854,7.23718,7.35025,8.05572,7.76743
"Atg8a",590.087,595.396,576.176,587.496,580.527,562.036,893.104,865.924,841.5,883.246,847.326,856.877,897.206,859.381,870.033,978.974,967.997,955.397,626.657,662.383
"Atg8b",0.359279,0.275129,0.315958,0.270457,0.195056,0.373604,1.40437,0.881479,1.04554,0.330737,0.28593,0.496371,6.14463,6.8147,7.45157,0.322609,0.550483,0.526001,0.0243929,0.0210834
"Atg9",13.4669,13.9703,13.3135,12.6059,12.4507,12.0736,21.5649,20.7318,22.3075,23.2418,23.6834,24.2086,18.8136,18.5163,17.5047,19.9281,21.7218,21.2371,16.3625,17.3241
"Atox1",88.3112,98.9719,87.9743,70.4207,86.1773,76.4749,131.968,102.474,119.025,123.607,123.893,138.677,146.526,155.702,139.76,171.983,175.288,162.203,72.7756,65.0912
"Atpalpha",568.604,578.075,574.65,487.433,497.226,488.855,727.323,726.421,726.297,755.427,757.097,752.466,646.67,652.32,646.728,701.053,707.483,698.749,1026.75,1006.17
"AttC",3.84826,3.71734,3.32269,7.30706,7.90434,7.42546,21.2351,17.4385,20.233,24.4721,24.4503,26.8319,9.96927,8.82935,8.84777,9.9922,8.44048,7.63329,15.4504,25.0483
"AttD",1.73981,4.22313,2.50088,4.10047,4.21575,3.71587,9.03398,8.44202,9.13203,11.0661,10.7088,9.47972,9.40925,9.72302,8.98854,15.6512,14.2056,13.3464,0.625701,0.343676
"Atu",3.62068,4.48054,4.27531,3.46607,3.50061,3.77766,6.02841,6.10965,5.75844,6.19386,6.32315,6.90363,7.40582,7.87102,7.86033,9.3419,8.43011,9.16823,9.71451,8.93809
"Atx-1",0.513891,1.1808,0.603071,0.128696,0.347893,0.133231,0.346524,0.74489,0.951611,0.491848,0.340037,0.245692,1.35917,1.10771,1.71403,0.171448,0.427231,0.17525,0.477247,0.216887
"Atx2",5.1104,5.71146,5.75756,3.74229,3.74083,4.02639,6.48341,6.50715,6.4881,6.90749,6.79269,7.04441,10.8496,12.9695,11.7432,12.3353,13.3539,12.5568,28.841,27.9674
"Aut1",24.9752,24.7219,26.6228,26.3568,23.6997,26.0785,32.9787,34.7067,32.9224,34.2546,35.9038,33.6588,42.1071,45.8716,43.0553,46.4526,46.0296,48.6893,34.733,35.675
"Aven",36.4108,36.2714,35.4151,40.3509,46.2153,43.8589,39.9584,42.8348,39.7261,50.0651,61.2724,52.8756,54.0079,56.3472,48.7131,70.0191,76.4863,74.0446,19.4653,17.5444
"Awh",0.0595872,0.191608,0.0612086,0,0.113292,0,0.233601,0.401665,0.240279,0.328165,0.203932,0.0654838,0.739662,0.438241,0.251676,0.175336,0.623519,0.476723,0.0790472,0.0629189
"Axn",4.45999,4.08187,4.96974,3.98163,3.48014,3.4474,5.27283,5.49799,5.57215,5.93272,5.45524,5.06686,8.18697,9.13978,9.4992,8.06165,9.63705,8.43556,12.2926,11.7583
"Axs",5.15134,5.60408,6.19586,4.81201,5.19281,4.95079,8.22472,8.41005,8.11099,7.19739,7.78348,7.79106,13.732,13.9757,13.095,14.2493,13.2148,13.2488,7.07717,5.84954
"Axud1",2.93983,3.2777,2.85919,2.18533,2.35053,2.19827,3.47564,3.78888,3.51212,3.90382,3.85871,3.8862,6.5959,5.99808,6.00632,5.72976,6.06635,5.69116,5.9668,5.77622
"B-H1",11.6889,10.6523,10.9975,9.18549,8.89084,9.44324,12.2992,12.8573,11.8939,11.8711,13.9039,11.4377,14.34,13.7014,14.2378,18.2228,17.8093,16.1718,20.796,19.3753
"B-H2",8.8056,8.79907,8.78467,7.71535,7.61818,7.12233,11.2212,11.868,11.2201,12.8393,13.6977,14.5,7.70347,8.69217,9.15791,10.0722,10.1945,10.6027,10.1923,9.50615
"B4",8.86237,8.86374,8.45885,6.92854,6.97722,6.94598,6.56919,6.9886,6.40407,6.61541,6.20248,6.65029,7.9786,7.81149,8.09807,8.02056,7.64132,7.60681,52.0607,47.7968
"BBS1",6.45321,6.09588,6.12445,5.72209,4.80977,4.90176,6.80084,6.73064,8.08393,7.39174,7.73656,7.3647,5.5134,6.05263,5.30166,6.94895,7.3247,7.13634,13.6566,13.5926
"BBS4",29.7268,32.0193,31.0739,27.5899,28.8301,26.7157,34.7008,34.4372,33.8225,32.6141,33.2084,34.4475,53.377,50.5726,53.7269,62.2442,62.858,58.8138,53.8558,51.5969
"BBS8",13.2142,13.107,13.8234,12.0092,11.4655,11.9914,15.158,14.0958,14.7633,13.9949,14.8246,15.582,18.9352,20.5763,20.5473,21.6337,21.8229,22.298,30.5671,29.7792
"BCL7-like",5.81766,3.76752,5.5588,4.15122,5.49854,4.16338,3.67795,4.25934,4.58195,7.10364,4.5075,4.48859,4.88616,3.4058,3.60983,5.33258,3.43939,4.30295,6.49254,5.69415
"BEAF-32",17.3606,18.2398,16.5328,16.9716,15.6652,17.6039,19.8366,21.6178,21.4734,21.6537,20.0164,19.6267,16.1364,17.6822,17.1792,18.4168,20.0984,17.9293,26.3621,24.1246
"BG4",4.49856,3.33804,5.36638,4.45819,5.08252,4.68582,4.77563,5.3095,5.28249,6.08735,4.56335,5.45939,8.07583,10.7174,9.25921,9.52046,11.0983,9.54447,4.92937,5.27787
"BHD",4.17266,4.57638,4.87525,4.43344,4.03137,4.59231,5.69087,5.62809,6.21072,6.05637,4.62023,5.72453,5.1957,4.94195,6.14529,5.79339,5.69901,5.82441,7.30748,7.02859
"BM-40-SPARC",232.484,242.279,242.244,227.692,224.635,220.688,331.059,339.231,341.698,381.283,400.579,387.122,355.863,356.153,364.995,418.448,426.383,431.082,304.835,306.754
"BRWD3",6.42879,7.06359,6.85791,5.21837,5.50097,5.61753,8.8154,9.33186,9.06445,8.83404,9.20624,9.01048,9.68803,10.0682,10.4078,11.0676,11.2516,11.1779,10.5785,9.8613
"Baldspot",195.058,199.61,198.885,155.249,153.698,151.279,240.741,244.438,246.675,238.512,246.835,244.452,256.276,259.008,258.635,263.33,270.322,274.269,373.247,302.723
"Bap170",1.21436,1.42721,1.3446,1.12224,1.18225,1.25367,1.99463,1.93404,1.83271,1.92188,1.91151,1.96832,2.84454,2.39397,2.6453,2.34563,2.33255,2.54194,3.31654,3.02306
"Bap55",7.36392,7.27894,8.03566,8.17344,7.93739,8.18615,8.77707,8.8662,9.27798,9.82453,7.95433,9.40481,12.0505,11.872,12.7691,12.0887,11.4054,12.2265,13.2397,12.4968
"Bap60",12.6708,12.1817,12.2517,14.2702,13.4078,13.9016,15.3189,16.594,15.4165,18.3282,17.9969,17.8861,15.0846,16.2832,16.2859,19.31,18.9975,20.0461,15.0689,17.4215
"Bem46",13.3869,13.8583,13.6771,13.7051,14.9407,12.5928,23.8275,22.7438,21.4647,23.1944,24.0956,23.8533,19.1334,19.9445,19.9005,19.0712,19.1688,18.9403,15.9628,15.4809
"Best1",135.101,132.021,132.385,107.807,107.558,108.313,156.168,157.202,156.347,145.804,145.94,145.288,177.473,176.226,171.643,190.459,190.97,192.822,119.445,105.744
"Best2",23.477,23.566,24.4057,19.8054,20.2765,20.2348,35.697,34.6397,35.5032,37.4792,36.8577,36.7987,16.2777,16.667,16.3992,16.1622,17.6688,17.7375,32.3696,31.4881
"Best3",0,0,0,0,0,0,0.0621498,0.089546,0.0854732,0.0578509,0.0603008,0.0872438,0.464122,0.456372,0.594304,0.0853823,0.0916193,0,0.0602713,0.0823477
"Best4",0,0,0,0,0,0,0.0680137,0,0.0468144,0,0,0,0.468334,0.685061,1.00403,0,0,0,0.0339007,0.00775098
"Bet1",55.8124,54.1725,56.5655,52.5224,54.0523,51.9693,57.9819,61.654,57.5415,64.9607,67.1293,58.8736,33.115,33.9738,28.308,28.8068,35.4241,33.3115,57.5221,52.676
"Bet3",21.1472,22.7541,23.0579,26.0183,22.9124,20.7254,30.4639,31.5174,33.5255,33.4199,32.8024,34.6165,32.9947,35.4434,37.05,40.122,36.5165,38.1874,27.18,25.8694
"Bet5",38.815,45.1844,45.4504,36.7842,40.5815,43.2299,52.7826,49.087,51.6058,51.9861,53.7043,59.8111,1.87491,0,1.90356,7.20174,0,1.83559,28.873,27.7326
"Bgb",15.1734,18.3132,15.9811,14.3861,16.311,15.3752,19.6906,21.5164,20.9024,21.458,22.8602,17.9279,27.0707,27.2845,24.1185,33.2255,30.5298,30.916,18.3224,17.0481
"BicC",0.0274722,0,0.0282239,0,0,0.0125572,0.379747,0.590558,0.619672,0.0144613,0.0450559,0.0869068,3.73605,3.7472,3.16005,0.0134799,0.0576078,0.0275235,0.00801137,0.022021
"BicD",3.6987,3.73313,4.05584,3.03408,2.47321,2.99882,2.69946,2.71341,2.61896,2.89184,3.3766,2.57462,14.0565,13.4588,13.7836,14.0593,15.1628,14.7317,15.0232,14.6131
"Bili",6.19664,6.17181,6.48242,5.34297,4.57872,5.29129,8.23804,8.39514,8.15461,8.21226,7.84241,7.16957,7.98883,7.43514,6.67219,7.66194,7.11851,7.16396,10.6348,10.51
"Bin1",10.4968,11.8341,9.43417,9.70393,11.4873,10.1581,10.7057,9.86178,9.62905,11.143,14.0236,12.0375,8.71989,10.2717,9.10336,8.11467,10.4304,13.0639,14.3222,13.4524
"Bj1",5.72156,5.36806,6.14559,5.03688,5.32153,5.66213,9.80858,9.98813,9.94788,9.89821,11.2634,10.8999,11.5712,12.638,12.1501,10.701,10.7794,10.3636,6.95086,6.78073
"Bka",7.55521,6.48578,7.96523,5.83261,6.41588,6.69268,7.38719,8.05321,6.66701,7.81156,7.71843,7.1661,7.23102,10.4289,10.0911,8.77871,8.20462,9.79492,13.0285,11.9711
"Blm",1.38255,1.21864,1.23638,1.39458,1.12868,1.1591,1.4229,1.45991,1.53826,1.36155,1.38513,1.50556,1.40326,1.22755,1.25789,1.29655,1.29175,1.1979,1.11327,1.22321
"Bmcp",38.057,38.7604,37.2161,34.0994,33.4899,32.8358,48.0668,47.6392,47.8504,43.4948,44.372,42.7361,54.6345,49.5168,49.3243,50.6963,53.1133,53.0117,35.4662,34.2374
"BoYb",0,0,0,0,0,0,0,0,0.00977193,0.0129592,0,0,0.017364,0,0.0356006,0.0124365,0.0133389,0.0254735,0.024326,0.00554699
"Br140",1.35284,1.14202,1.37214,0.921944,0.981306,1.10391,1.50219,1.63481,1.56615,1.56076,1.70684,1.68855,0.675885,0.758982,0.611934,0.791109,0.939399,0.898312,3.6036,3.24263
"Brca2",0.996023,0.972168,1.15655,1.28352,1.03064,0.972476,1.66346,1.58114,1.66082,1.3641,1.52145,1.30456,1.02658,1.54995,1.05497,1.36265,1.03976,1.23556,2.24379,2.11829
"Brd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brd8",2.92112,2.89288,2.52548,2.51373,2.38135,2.48385,3.61571,3.30994,3.38105,3.98212,3.60745,3.83771,5.15394,6.02502,5.18352,5.16129,5.59105,5.46123,3.95577,4.11381
"Brf",4.14956,3.48189,3.69087,2.84603,3.45929,2.9904,3.45477,3.44555,3.02323,4.14878,3.78451,4.19725,3.03727,2.97212,3.45115,3.08042,3.43578,3.81117,6.08968,6.01459
"Bro",0.0765924,0,0.0787672,0,0.0734681,0,0.0591349,0.127292,0.0609444,0,0,0,0.104739,0,0,0.150912,0,0.0770862,0.018723,0.0163216
"Bruce",1.06131,1.12863,1.0658,1.13172,1.17747,1.17206,0.210612,0.167205,0.12871,0.133849,0.191033,0.141484,8.12032,8.02654,8.00889,8.26361,8.29977,8.10061,12.7092,12.047
"Bsg",16.0539,14.5014,15.1539,15.08,14.4374,13.8271,18.8267,19.3314,18.7616,20.8087,22.7245,21.8096,21.1462,19.4546,19.9861,20.8897,20.4137,20.22,76.6384,76.2958
"Bsg25A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bsg25D",6.48915,6.50484,6.51902,5.3817,5.28259,5.88003,7.34794,7.20097,7.06247,7.25171,6.85139,6.8932,8.07974,8.53688,8.29626,8.50494,8.21913,8.88191,18.7962,17.6256
"Btd",0.14379,0.0514421,0,0.127481,0.138028,0,0,0,0.110277,0.249763,0.310965,0.199947,0.034971,0.0746621,0.0357402,0.0497707,0.0532717,0.0508592,0.0285069,0.0513795
"Bteb2",0.0563312,0,0,0,0,0,0.0442812,0.047626,0.0456127,0,0.0642229,0,0.0719335,0.0768717,0.294617,0.257182,0.0550434,0.105157,0,0
"Btk29A",6.51328,6.14413,6.35773,5.5304,5.47581,5.98329,10.0507,9.8245,9.58193,12.025,11.2336,11.3325,11.8993,11.0054,11.0574,13.4685,12.9146,14.0191,13.9915,12.9992
"Bub1",2.96359,2.64176,2.97755,2.63103,2.58134,2.57314,3.44536,3.82553,3.43995,3.18807,3.20235,3.44004,4.53798,4.53414,4.52672,4.21092,4.33479,4.51494,5.10018,4.84427
"Bub3",12.846,14.6673,14.4108,12.8771,14.0503,14.9,16.6632,16.3565,17.0636,16.7345,15.6392,16.7407,11.7028,11.8394,14.0152,12.9946,14.1455,13.3768,15.0415,13.7233
"BubR1",0.214101,0.153666,0.156353,0.196433,0.153912,0.212549,0.208433,0.232472,0.201898,0.161187,0.149202,0.16172,0.195418,0.22267,0.150257,0.0797905,0.114251,0.108995,0.325407,0.302561
"Buffy",75.0029,79.5843,82.0288,63.4583,68.3506,63.0828,118.355,116.622,116.794,96.6309,108.199,101.139,135.572,135.774,141.432,127.477,141.463,132.93,49.1842,35.3101
"Bx",2.66027,3.55449,2.4944,3.38823,2.39538,2.77722,3.39712,4.11422,3.62123,4.34602,5.60577,4.4258,3.31508,5.59854,4.42901,5.46473,4.67926,5.70156,8.19903,8.87168
"Bx42",14.0729,13.8157,13.3935,12.6015,13.3767,13.0729,18.1341,18.7685,18.6631,22.4547,21.4963,20.6676,19.7258,21.0212,20.2656,23.3051,23.7585,23.1884,19.2668,18.0454
"C15",2.06908,1.82851,2.15955,1.31582,2.01527,1.14405,2.05248,2.5289,2.39366,2.74538,2.67366,2.53202,2.3905,2.36793,2.21364,2.69894,2.67269,3.18439,1.67552,1.47953
"C1GalTA",21.5422,21.7639,21.2634,19.2048,20.7004,22.2338,25.0123,26.7417,27.085,24.9286,28.9334,29.8851,26.9217,25.165,26.8212,26.9173,27.4988,25.6626,24.3126,24.2671
"C3G",0.552851,0,0,0,0,0.491629,0,0.405702,0.388695,0,0,0,0,0,0,0,0,0,12.9511,11.7498
"C901",0,0.0379238,0,0.0616316,0,0.03198,0.0575322,0,0.0296254,0,0.0416978,0.0402132,0.0590017,0,0.0300643,0.123592,0.0659831,0.105094,0.138729,0.168521
"CAH1",847.012,851.286,845.013,846.026,856.938,852.263,880.467,877.612,898.308,1130.53,1115.61,1128.36,879.447,867.295,880.362,1211.13,1203.52,1207.79,244.37,240.034
"CAH2",692.047,696.275,686.87,579.593,579.254,577.702,848.939,831.96,841.854,762.08,755.184,725.651,391.07,383.471,390.876,423.188,432.598,427.025,2092.94,1763.87
"CAHbeta",19.2107,18.7158,19.8989,17.6051,17.7453,17.4456,28.5967,30.0333,30.7984,29.9255,33.3036,31.9636,15.904,14.5918,14.6985,19.0396,14.9093,16.5974,18.1264,17.9326
"CAP-D2",0.564514,0.596612,0.511955,0.728319,0.689139,0.676964,0.711688,0.942372,0.886729,0.655147,0.811214,0.829864,0.551554,0.645223,0.524895,0.401039,0.576317,0.521853,1.28926,1.12741
"CASK",5.64827,6.39073,6.16877,5.43299,5.53052,6.28738,6.8105,7.64425,7.21732,7.58258,7.7054,7.29132,6.15618,6.63311,7.03107,6.44354,6.87042,6.74583,25.9345,26.6373
