gene_name,Dmel,Dsec,Dsim,Dmel_m,Dmel_f,Dsec_m1,Dsec_m2,Dsec_m3,Dsec_f1,Dsec_f2,Dsec_f3,Dsec_m4,Dsec_m5,Dsec_m6,Dsec_f4,Dsec_f5,Dsec_f6,Dsim_m1,Dsim_m2,Dsim_m3,Dsim_f1,Dsim_f2,Dsim_f3
AlCR2,FBgn0036789,FBgn0169858,FBgn0184073,0.667279,0.844995,0.595472,0.548106,0.583196,0.478089,0.354412,0.391379,1.05939,1.16326,0.941253,0.97627,1.40182,0.747392,0.638987,0.726237,0.571865,0.770919,0.581437,0.701358
Ald,FBgn0000064,FBgn0165140,FBgn0189683,666.174,634.158,353.183,360.325,365.31,331.708,330.763,329.654,529.914,548.906,542.324,552.34,566.556,551.545,775.536,800.112,798.737,694.03,722.477,723.198
Aldh,FBgn0012036,FBgn0172349,FBgn0194978,529.915,545.001,92.4375,95.1855,93.2154,102.697,105.001,105.213,112.794,111.432,112.278,117.065,122.488,120.252,371.203,375.365,379.53,402.083,400.987,401.017
Aldh-III,FBgn0010548,FBgn0175672,FBgn0182027,358.862,358.958,150.521,156.839,154.275,161.056,166.996,163.449,195.406,193.811,198.156,193.408,196.738,192.481,231.872,234.464,231.067,258.617,258.833,259.682
Alg10,FBgn0052076,FBgn0180117,FBgn0185976,6.11001,6.28902,5.12185,5.14828,5.19528,5.19838,4.97834,4.92686,8.04392,7.01425,6.9346,6.29335,7.05268,6.56853,9.97131,9.09354,9.37007,8.49913,10.065,8.68791
Alh,FBgn0261238,FBgn0165456,FBgn0191002,12.3427,11.8157,3.87794,3.70964,4.30696,2.84524,2.7775,3.15003,4.64968,5.0944,4.68329,4.48752,5.17011,4.22589,3.09624,2.97729,3.17349,3.0893,3.42513,3.18786
AlkB,FBgn0065035,FBgn0177387,FBgn0196000,8.10459,7.33212,4.93357,5.10673,5.15199,4.10044,3.93159,3.63614,5.98827,5.48439,6.0181,4.04539,5.03925,4.06396,7.99505,7.99106,9.10104,4.95732,5.28056,5.17418
Alr,FBgn0031068,FBgn0177861,FBgn0189020,12.9214,11.0016,8.32495,10.5093,8.02179,7.05959,6.68884,8.4468,11.897,13.7722,13.4165,11.9697,11.7023,13.117,19.8642,17.9397,18.0162,12.7579,13.7905,14.489
AlstR,FBgn0028961,FBgn0167236,FBgn0188239,1.4454,1.80126,2.57859,1.87935,2.29134,3.12781,3.10391,3.00599,2.54457,2.41418,2.65485,3.70102,4.38145,4.03542,1.24447,1.19811,1.71836,1.33628,1.62164,1.54837
Ama,FBgn0000071,FBgn0165859,FBgn0046919,0.0817528,0.0479663,0.382775,0.364587,0.174712,0.225346,0.486586,0.233154,0.685496,0.982025,0.906744,1.27997,1.18275,1.23171,3.34714,2.96131,3.58688,4.89383,4.7493,4.29504
Amph,FBgn0027356,FBgn0176288,FBgn0182666,158.436,156.572,58.4141,57.9593,58.5782,52.6775,52.1058,52.1559,70.7631,72.3305,69.7993,71.3705,71.3921,73.0793,63.7836,64.2921,63.7586,67.5082,66.1792,65.2635
Amun,FBgn0030328,FBgn0167983,FBgn0187625,50.3128,55.4694,28.8909,29.8677,30.1156,24.4244,25.5166,24.3397,40.4429,41.5869,40.0185,42.9499,42.8733,44.1402,44.4382,46.2752,43.9895,50.5435,51.9697,51.0438
Amyrel,FBgn0020506,FBgn0025060,FBgn0021128,0.0753818,0.0343701,0.0286728,0,0,0.0254361,0,0.0263716,0.0215101,0,0.0221575,0.0595314,0,0,0.0805434,0.129048,0.205545,0.0572778,0.030597,0
Ance-3,FBgn0032536,FBgn0170304,FBgn0195304,77.5816,85.0271,45.7818,45.096,46.6398,43.5009,44.99,45.1219,59.8034,58.87,59.2424,58.9366,59.539,59.6783,67.843,65.9305,66.0628,77.3989,77.9324,78.9569
Ance-4,FBgn0033366,FBgn0175521,FBgn0181887,0.614103,0.900227,0.198156,0.0790085,0.478082,0.292687,0.254381,0.255044,1.08877,1.20626,1.26011,1.76076,2.13454,2.00237,2.79758,2.3131,3.14417,3.34723,3.00862,2.82984
Ance-5,FBgn0035076,FBgn0166725,FBgn0196226,3.35069,4.00409,2.43722,2.59367,3.23049,2.71222,3.13713,3.02291,6.57846,7.09043,6.7024,9.30001,10.0127,9.67739,10.4562,11.0441,11.5503,14.2091,13.9801,12.4166
Andorra,FBgn0030898,FBgn0177702,FBgn0195995,0.0166776,0.0912203,0,0,0,0,0.146548,0,0.231259,0.186327,0.356513,0.241974,0.0837428,0.161669,2.8099,1.683,3.94028,0,0.269923,0
AnnIX,FBgn0000083,FBgn0169981,FBgn0190894,493.563,439.079,299.19,314.285,302.982,281.916,276.542,280.869,431.77,445.556,443.15,469.218,477.295,480.39,469.651,464.6,473.186,557.13,560.026,567.551
AnnX,FBgn0000084,FBgn0177557,FBgn0194323,303.063,333.998,187.097,192.274,189.694,154.17,159.195,162.487,244.297,256.259,245.027,222.054,221.939,229.646,276.763,276.162,279.643,282.889,282.558,285.79
Antp,FBgn0260642,FBgn0165469,FBgn0191011,0.0439559,0.0395691,0.13784,0.110968,0.141624,0.0592366,0.063995,0.244747,0.231176,0.279618,0.208332,0.243694,0.336755,0.283778,0.263582,0.112236,0,0.0368128,0.0787109,0.0754207
Anxb11,FBgn0030749,FBgn0168332,FBgn0187411,85.7502,102.316,28.0854,30.3664,28.3295,26.7028,25.8248,26.5724,37.5713,37.4062,37.3848,36.6486,36.2465,37.5176,48.383,52.2657,47.752,52.3888,49.7847,55.2384
Aos1,FBgn0029512,FBgn0180863,FBgn0192033,14.7456,14.8886,8.95024,8.3729,9.41527,8.2494,9.06714,9.27201,11.4666,10.6858,11.0681,9.43615,9.26637,11.0545,11.0166,12.3962,12.0408,10.8605,11.2134,10.7152
Apc10,FBgn0034231,FBgn0174860,FBgn0196763,10.159,9.60809,4.77985,5.82835,5.77327,5.69952,6.09548,5.65971,6.261,5.83051,5.50716,6.25598,5.99587,7.51485,5.39237,4.98217,4.13172,3.42521,4.82971,4.79716
Apc2,FBgn0026598,FBgn0181421,FBgn0192527,1.14008,1.04793,0.80102,0.972791,0.657065,0.880782,0.788536,0.808057,1.29123,1.09849,1.34084,1.38712,1.35325,1.37655,1.22296,1.34335,1.39936,1.35027,1.55649,1.20496
Apc7,FBgn0029879,FBgn0167439,FBgn0188395,0.365745,0.218665,0,0,0,0.0417381,0,0,0,0.0782061,0,0,0,0.0505231,0.800229,0.32884,1.00766,0.304748,0.279696,0.445013
Apf,FBgn0051713,FBgn0167044,FBgn0183715,23.7542,25.1928,18.1823,18.0944,14.032,12.4483,14.4976,18.0285,22.732,24.5454,25.3836,22.0694,19.892,19.7835,23.4537,24.0051,26.3447,24.0646,24.6815,29.2383
Aph-4,FBgn0016123,FBgn0167851,FBgn0083464,156.293,143.665,43.5136,42.5723,41.6791,32.4098,32.3254,33.5094,43.4226,43.8478,44.4513,41.8247,42.6416,42.4039,75.5594,74.6949,71.9256,80.1976,76.3904,77.6791
Appl,FBgn0000108,FBgn0173976,FBgn0188117,110.133,112.312,7.27508,8.69437,7.64179,7.37538,6.98939,6.46008,4.31535,3.90832,3.84741,3.00168,2.54651,2.95385,7.75576,6.94437,7.01485,7.76186,6.8625,7.83823
Aprt,FBgn0000109,FBgn0169083,FBgn0185140,13.763,13.8778,12.7105,10.8844,10.4308,10.3988,10.7874,11.5832,16.3168,17.878,15.972,18.6224,19.5435,16.3526,28.0754,25.2031,27.3246,28.9072,25.8791,24.8637
Aps,FBgn0036111,FBgn0179656,FBgn0189134,79.3978,79.9545,58.2863,57.6391,56.5224,50.7672,52.2791,51.0832,65.3278,64.6214,67.2813,78.5011,79.7572,77.1679,73.6261,74.3894,75.2447,85.3992,88.1362,82.1395
Arc42,FBgn0038742,FBgn0181719,FBgn0190821,21.076,22.2738,74.2802,74.4847,75.9159,73.3059,69.4282,74.3328,100.263,100.115,101.485,102.289,102.834,105.306,23.9846,24.6934,24.4109,27.3038,27.0895,25.9578
Arf102F,FBgn0013749,FBgn0167957,FBgn0191964,244.245,243.612,182.511,191.8,182.652,183.592,184.585,181.367,254.16,254.445,258.283,245.087,239.718,244.418,298.135,284.956,296.572,292.884,282.004,296.717
Arf51F,FBgn0013750,FBgn0176483,FBgn0182864,64.5773,63.6711,57.0238,51.4233,56.8965,58.3486,54.6659,53.3788,79.8448,82.0326,72.9037,79.4372,79.1654,81.7352,95.0791,93.2658,101.448,102.496,93.6153,96.8938
Arf72A,FBgn0000115,FBgn0180428,FBgn0186266,50.6892,48.3433,40.7493,37.9912,38.7761,35.8984,37.0922,39.85,47.2254,44.4186,41.9005,46.9023,50.8664,51.8044,40.6568,44.215,49.2625,47.4502,41.9928,45.8909
Arf79F,FBgn0010348,FBgn0176944,FBgn0183788,280.355,269.809,269.56,281.484,284.994,264.658,270.815,259.24,387.582,386.405,378.807,400.101,404.083,399.285,413.592,416.19,414.844,443.903,438.14,420.83
Arf84F,FBgn0004908,FBgn0178591,FBgn0190059,15.1289,15.7469,8.60461,9.68913,10.7892,9.31338,10.1385,9.87289,15.0792,14.6774,14.4004,13.2235,12.4387,13.6562,20.9426,22.8398,18.2618,18.3775,18.1362,18.8106
ArfGAP3,FBgn0037182,FBgn0176955,FBgn0183798,22.9582,22.941,17.9598,19.209,18.1476,16.8733,15.6674,15.5082,22.7233,21.6425,22.3703,22.7285,23.6497,24.4303,23.6823,25.7948,24.244,25.6344,27.7261,26.8558
Ark,FBgn0263864,FBgn0176626,FBgn0182991,10.204,10.2449,6.11215,6.67992,7.11559,5.9661,6.3006,6.40775,8.33344,7.86702,8.17349,7.91304,7.71629,8.22126,9.42511,9.32138,9.4675,10.6035,10.1538,10.5194
Arp1,FBgn0011745,FBgn0178922,FBgn0190368,111.891,103.476,107.219,107.768,102.102,91.6775,90.797,93.6865,155.875,160.269,157.018,167.266,167.86,166.255,147.43,151.712,151.33,170.124,173.587,172.477
Arp10,FBgn0031050,FBgn0177592,FBgn0195789,23.3725,21.9957,18.9437,19.2116,20.2941,16.2726,15.0969,16.8123,27.7807,27.1237,27.0592,24.6581,24.4161,27.5581,48.7219,48.9962,48.514,48.6212,46.9574,50.8833
Arp2,FBgn0011742,FBgn0168322,FBgn0187404,20.7307,22.5661,10.4504,11.0245,11.504,11.9537,12.276,12.5463,13.3489,14.4883,13.3612,15.2797,15.3494,15.4061,11.9769,11.1102,10.8955,10.8342,11.6819,12.9667
Arp3,FBgn0262716,FBgn0179834,FBgn0189141,25.1962,23.3562,12.1371,13.6273,13.5134,13.967,12.869,12.9024,19.0055,19.9001,18.1058,19.9974,19.8642,17.2435,23.2142,24.8986,21.2803,22.6821,23.088,24.258
Arp5,FBgn0038576,FBgn0170202,FBgn0190712,9.15945,8.82873,2.67736,2.58787,2.81386,2.66674,2.72708,2.45178,3.68838,2.90941,3.25214,3.12493,3.55389,3.2655,5.10881,4.62557,4.87402,4.89216,5.21751,5.89085
Arp53D,FBgn0011743,FBgn0176599,FBgn0182967,0,0,0.0411631,0.0442589,0,0,0,0.0381205,0.480881,0.323974,0.340975,0.0832286,0,0.0417075,3.76114,4.08329,3.22714,0,0.0850032,0.0406185
Arp6,FBgn0011741,FBgn0177402,FBgn0187442,21.4149,18.3483,8.82936,8.78265,8.68881,6.26881,6.69052,8.47207,11.9524,11.6668,11.125,8.41839,8.94998,10.4293,16.6695,17.4519,16.3592,13.9124,15.3024,13.4101
Arp8,FBgn0030877,FBgn0177717,FBgn0187321,3.75442,3.61503,3.44976,3.34017,3.66612,3.67638,3.01118,2.77172,4.08703,4.47825,3.70483,3.91719,4.3592,4.61462,7.62145,7.32256,7.89292,7.26438,7.50626,7.20017
Arpc1,FBgn0001961,FBgn0170013,FBgn0193452,44.2313,42.7568,26.4113,27.3609,27.2479,23.1004,24.5779,22.6358,37.5399,38.4067,40.8546,39.9569,45.1215,43.5097,53.6009,53.8479,50.4511,57.3689,55.5979,56.6
Arpc2,FBgn0032859,FBgn0178213,FBgn0195603,22.4885,22.1905,17.0528,17.8852,17.6332,18.3147,16.3199,18.9507,26.0843,26.72,27.0879,27.4427,23.8811,25.5705,27.5527,29.4688,27.3081,26.4166,26.3066,25.8577
Arpc3A,FBgn0038369,FBgn0179128,FBgn0190559,39.7211,37.6421,27.534,28.8009,30.1184,28.5574,31.6136,29.4911,41.2532,42.0135,40.2231,48.292,45.694,41.0319,55.8966,57.658,56.0471,59.8011,60.231,68.1163
Arpc3B,FBgn0065032,FBgn0168272,FBgn0187364,1.70555,2.64116,1.11012,0.595957,0.571959,1.63864,2.84507,2.21163,1.59272,2.00327,2.87388,4.28459,4.46344,6.45871,6.45057,6.06244,7.56651,7.11003,6.98225,6.79874
Arpc4,FBgn0031781,FBgn0173512,FBgn0194774,58.6012,51.8544,52.2637,55.7741,50.4766,50.5033,49.198,54.0624,73.2519,81.7861,78.9806,86.3072,79.3381,77.3439,81.1032,79.8929,76.3592,84.693,86.2797,91.0751
Arpc5,FBgn0031437,FBgn0173254,FBgn0194551,42.7416,39.1158,36.0142,31.7897,29.5415,32.5741,38.0688,37.2001,44.2316,43.2414,45.6852,47.7981,47.8105,46.9808,68.9231,69.1451,70.5495,78.5131,77.7737,72.4907
Arr1,FBgn0000120,FBgn0172171,FBgn0195482,89.1071,101.804,66.4628,66.8089,61.2329,64.6207,61.7124,67.1645,337.722,341.183,340.544,485.145,494.382,473.515,633.359,645.745,641.6,639.007,640.872,640.103
Arr2,FBgn0000121,FBgn0179784,FBgn0184693,104.334,119.192,68.4242,71.9967,74.4794,73.2911,72.8532,71.0032,305.548,311.276,310.692,421.38,424.375,417.162,639.796,648.86,637.404,645.42,655.899,653.064
Ars2,FBgn0033062,FBgn0171397,FBgn0182107,19.0102,19.2958,11.8525,11.9533,12.6247,11.3436,11.4143,11.5638,13.4824,13.5389,14.4355,13.2725,13.2319,13.7549,16.9045,17.138,17.3276,17.501,16.7687,17.2967
Art1,FBgn0037834,FBgn0181003,FBgn0192168,10.8803,10.283,5.949,7.17851,7.11831,5.90912,6.45171,6.66829,7.11613,8.80868,7.60379,8.61097,7.76174,8.58251,11.3896,11.9567,12.0069,9.91114,11.8847,10.8704
Art2,FBgn0031592,FBgn0173007,FBgn0194114,0.42022,0.406138,0.0401349,0.2155,0.123815,0.142453,0.231721,0.258355,0.306794,0.231408,0.221313,0.384014,0.177361,0.128178,0.776882,0.415513,0.510491,0.275277,0.378845,0.20101
Art3,FBgn0038306,FBgn0180651,FBgn0191845,3.72188,3.81904,3.4642,3.86659,3.2242,3.64768,3.09785,3.29189,4.13776,4.11436,4.14949,3.73728,3.6311,3.68636,3.10094,4.19254,4.32454,2.49757,2.82661,3.18078
Art4,FBgn0037770,FBgn0181055,FBgn0192213,7.71673,6.78049,3.62798,3.97432,3.70388,3.78072,3.25315,2.9966,4.13633,4.37341,3.98902,3.76324,4.41973,4.21127,5.18258,6.20197,5.60696,5.83979,5.66137,5.15632
Art6,FBgn0038189,FBgn0180753,FBgn0191938,0,0.0121495,0,0.037624,0,0,0,0,0.0519465,0.0840781,0.0267947,0,0,0,1.20835,0.613275,0.911212,0,0,0
Art7,FBgn0034817,FBgn0170504,FBgn0196396,2.81569,2.88516,3.96946,3.82892,4.03955,2.97298,3.90343,3.42443,5.26992,4.83885,5.85382,6.0368,5.62916,5.81621,3.49094,3.16776,3.54205,2.77831,2.76352,3.3359
Art8,FBgn0032329,FBgn0166148,FBgn0193612,2.8863,3.20963,0.936192,1.19719,0.6417,1.26531,1.07228,1.55872,1.37296,1.05704,1.28079,1.13471,1.27336,1.49981,2.53626,1.76124,2.65734,2.51855,1.86226,1.59137
Art9,FBgn0038188,FBgn0180754,FBgn0191939,0,0,0,0,0,0,0,0,0.0373225,0,0,0,0,0,0.338642,0.727616,0.13891,0,0,0
Asator,FBgn0039908,FBgn0181632,FBgn0195720,33.7111,34.1254,4.34875,4.16541,4.86355,3.84409,3.78968,4.47958,3.81209,4.01252,3.60971,3.42259,3.31742,3.82394,3.82022,3.47814,3.84029,3.25964,3.30704,3.43182
Asph,FBgn0034075,FBgn0176539,FBgn0182914,50.9294,57.2285,28.6499,30.8601,29.5746,26.3288,27.6305,26.8345,41.7672,43.0285,42.3679,46.5444,46.112,47.0416,54.7162,55.0009,54.7166,64.2916,64.7133,64.5201
Ast,FBgn0015591,FBgn0178334,FBgn0189808,0.542941,0.58369,0.539658,0.433339,0.138667,0.59509,0.128475,0.245842,2.23642,2.29174,2.5068,2.81932,1.84082,2.06962,6.7932,7.20616,8.21664,5.45869,6.53803,5.56277
Ast-C,FBgn0032336,FBgn0166119,FBgn0193607,0.684689,0.52771,0.705897,0.504582,0.483257,0.416725,0.676348,0.430938,5.90233,6.52558,5.90106,8.42293,6.88315,8.42805,14.9064,18.1399,17.3994,12.8916,11.5678,10.5776
Ast-CC,FBgn0032337,FBgn0166116,FBgn0193606,0.0287568,0.0796442,0,0.0606762,0.0582244,0.0501942,0,0.104011,0.334703,0.450388,0.172278,0.297284,0.185246,0.297786,0.550982,0.335803,0.401535,1.06247,1.01606,1.42642
Asx,FBgn0261823,FBgn0176432,FBgn0182818,7.7352,7.54193,1.66655,1.59869,1.54809,1.32914,1.39716,1.19409,1.22364,1.40543,1.45796,1.204,1.40808,1.3031,3.63767,3.61126,3.75033,3.78894,4.12007,3.90279
Atac2,FBgn0032691,FBgn0171993,FBgn0193246,2.20006,2.41055,2.30554,2.35362,1.8101,1.71808,1.96727,1.96037,2.72216,2.52465,2.46637,2.74921,2.50925,2.45468,2.85036,2.21921,1.97429,2.5731,1.89842,2.26996
Atac3,FBgn0052343,FBgn0169208,FBgn0196997,5.67187,5.56752,5.02614,4.46421,4.20753,4.08286,4.04446,3.84886,6.50263,6.56559,6.26904,5.35938,5.70776,5.85954,8.01893,7.50075,8.19059,7.90126,7.22528,7.39852
Ate1,FBgn0025720,FBgn0082780,FBgn0082760,27.8023,28.0943,15.345,14.2956,16.5971,14.9436,14.9791,14.3038,20.435,20.775,20.3733,20.7222,20.9837,18.8737,50.4308,49.2079,48.7327,55.7182,56.6029,54.1589
Atet,FBgn0020762,FBgn0173370,FBgn0194663,77.5593,76.6479,50.7814,52.2534,52.3739,41.9629,43.022,44.0888,49.461,51.2979,51.7666,50.0725,50.2193,50.71,37.4313,38.9788,37.548,40.4699,42.4712,39.797
Atf3,FBgn0028550,FBgn0173891,FBgn0188046,5.82861,6.07091,0.818996,0.731147,0.980543,0.644104,0.768765,0.648379,0.575575,0.769442,0.512968,0.450575,0.64467699999999994,0.599388,0.402734,0.593569,0.473561,0.278218,0.160009,0.196537
Atf6,FBgn0033010,FBgn0181588,FBgn0189028,24.6927,27.5929,7.73844,7.16154,7.96159,6.64143,6.89113,6.8595,9.30483,9.13371,8.85329,8.42444,8.01909,8.00365,17.505,17.9397,16.5549,17.7928,17.9336,16.8172
Atg1,FBgn0260945,FBgn0179492,FBgn0184423,45.7038,42.5231,25.5297,25.4162,26.8242,20.2436,19.8158,20.1668,43.6133,42.9077,44.0884,48.3355,47.2319,47.8044,62.7251,64.368,63.9395,78.4878,82.7491,79.7975
Atg12,FBgn0036255,FBgn0180189,FBgn0186045,36.6212,34.4302,20.3532,18.8759,20.0903,21.1818,15.7601,20.2004,25.8681,25.5645,23.6408,29.4651,28.7001,26.7663,43.6392,44.3531,40.8816,49.284,50.0401,43.79
Atg13,FBgn0261108,FBgn0178596,FBgn0190063,17.829,18.0459,6.77725,6.63941,6.5667,6.79301,5.93423,6.20087,11.5266,11.0489,11.4388,12.7324,12.1755,11.9769,16.5916,17.0869,16.3775,19.3041,19.218,18.938
Atg18,FBgn0035850,FBgn0179886,FBgn0185753,44.2054,44.9751,25.9467,27.2074,27.3719,23.2616,25.0739,25.2206,36.8334,35.9464,37.3647,36.7032,39.9673,36.7619,52.0943,51.2132,53.2244,55.0256,52.5438,53.9421
Atg4,FBgn0031298,FBgn0171701,FBgn0194457,27.3188,26.5295,28.2639,26.6253,28.9252,28.5613,26.7307,24.4981,34.0561,38.2432,36.7228,36.6221,36.8904,39.313,34.5667,38.4356,33.1296,36.1389,40.1309,37.7868
Atg5,FBgn0029943,FBgn0172382,FBgn0083471,11.9779,12.0148,7.23554,5.2689,6.00899,7.34169,7.23877,8.05,8.21805,8.90076,8.65544,10.1014,10.0613,6.52529,11.1587,10.5141,9.59231,11.6743,11.2831,11.4075
Atg6,FBgn0264325,FBgn0178383,FBgn0189857,21.9296,21.4445,17.408,17.6989,18.7536,16.7655,16.4965,18.1488,23.1624,22.0812,22.7936,21.991,23.195,21.8366,25.2225,25.7022,25.7584,27.4644,29.6369,26.9942
Atg7,FBgn0034366,FBgn0174780,FBgn0196676,8.02798,7.95243,6.07275,6.06396,5.43184,5.54296,5.37745,5.99103,7.44943,7.21373,7.04744,7.89267,7.517,7.45854,7.61068,6.48745,6.9868,7.76854,7.23718,7.35025
Atg8a,FBgn0052672,FBgn0166233,FBgn0187657,621.923,677.171,590.087,595.396,576.176,587.496,580.527,562.036,893.104,865.924,841.5,883.246,847.326,856.877,897.206,859.381,870.033,978.974,967.997,955.397
Atg8b,FBgn0038539,FBgn0170266,FBgn0191695,0.0241851,0.0215565,0.359279,0.275129,0.315958,0.270457,0.195056,0.373604,1.40437,0.881479,1.04554,0.330737,0.28593,0.496371,6.14463,6.8147,7.45157,0.322609,0.550483,0.526001
Atg9,FBgn0034110,FBgn0083480,FBgn0083470,16.2531,17.7094,13.4669,13.9703,13.3135,12.6059,12.4507,12.0736,21.5649,20.7318,22.3075,23.2418,23.6834,24.2086,18.8136,18.5163,17.5047,19.9281,21.721800000000002,21.2371
Atox1,FBgn0052446,FBgn0177265,FBgn0186656,72.7236,67.267,88.3112,98.9719,87.9743,70.4207,86.1773,76.4749,131.968,102.474,119.025,123.607,123.893,138.677,146.526,155.702,139.76,171.983,175.288,162.203
Atpalpha,FBgn0002921,FBgn0169975,FBgn0190889,1026.53,1038.47,568.604,578.075,574.65,487.433,497.226,488.855,727.323,726.421,726.297,755.427,757.097,752.466,646.67,652.32,646.728,701.053,707.483,698.749
AttC,FBgn0041579,FBgn0176346,FBgn0046916,15.3157,25.5609,3.84826,3.71734,3.32269,7.30706,7.90434,7.42546,21.2351,17.4385,20.233,24.4721,24.4503,26.8319,9.96927,8.82935,8.84777,9.9922,8.44048,7.63329
AttD,FBgn0038530,FBgn0170171,FBgn0190681,0.620331,0.349688,1.73981,4.22313,2.50088,4.10047,4.21575,3.71587,9.03398,8.44202,9.13203,11.0661,10.7088,9.47972,9.40925,9.72302,8.98854,15.6512,14.2056,13.3464
Atu,FBgn0019637,FBgn0165766,FBgn0191288,9.63299,9.11874,3.62068,4.48054,4.27531,3.46607,3.50061,3.77766,6.02841,6.10965,5.75844,6.19386,6.32315,6.90363,7.40582,7.87102,7.86033,9.3419,8.43011,9.16823
Atx-1,FBgn0029907,FBgn0167472,FBgn0188404,0.489038,0.220654,0.513891,1.1808,0.603071,0.128696,0.347893,0.133231,0.346524,0.74489,0.951611,0.491848,0.340037,0.245692,1.35917,1.10771,1.71403,0.171448,0.427231,0.17525
Atx2,FBgn0041188,FBgn0179097,FBgn0190531,28.7374,28.6979,5.1104,5.71146,5.75756,3.74229,3.74083,4.02639,6.48341,6.50715,6.4881,6.90749,6.79269,7.04441,10.8496,12.9695,11.7432,12.3353,13.3539,12.5568
Aut1,FBgn0036813,FBgn0169912,FBgn0186442,34.8139,36.8274,24.9752,24.7219,26.6228,26.3568,23.6997,26.0785,32.9787,34.7067,32.9224,34.2546,35.9038,33.6588,42.1071,45.8716,43.0553,46.4526,46.0296,48.6893
Aven,FBgn0030410,FBgn0166483,FBgn0187571,19.4587,18.0957,36.4108,36.2714,35.4151,40.3509,46.2153,43.8589,39.9584,42.8348,39.7261,50.0651,61.2724,52.8756,54.0079,56.3472,48.7131,70.0191,76.4863,74.0446
Awh,FBgn0013751,FBgn0169513,FBgn0185484,0.0780663,0.063817,0.0595872,0.191608,0.0612086,0,0.113292,0,0.233601,0.401665,0.240279,0.328165,0.203932,0.0654838,0.739662,0.438241,0.251676,0.175336,0.623519,0.476723
Axn,FBgn0026597,FBgn0167788,FBgn0068704,12.6982,12.4455,4.45999,4.08187,4.96974,3.98163,3.48014,3.4474,5.27283,5.49799,5.57215,5.93272,5.45524,5.06686,8.18697,9.13978,9.4992,8.06165,9.63705,8.43556
Axs,FBgn0000152,FBgn0168308,FBgn0187395,7.03516,5.97514,5.15134,5.60408,6.19586,4.81201,5.19281,4.95079,8.22472,8.41005,8.11099,7.19739,7.78348,7.79106,13.732,13.9757,13.095,14.2493,13.2148,13.2488
Axud1,FBgn0261647,FBgn0173240,FBgn0194538,5.91241,5.89965,2.93983,3.2777,2.85919,2.18533,2.35053,2.19827,3.47564,3.78888,3.51212,3.90382,3.85871,3.8862,6.5959,5.99808,6.00632,5.72976,6.06635,5.69116
B-H1,FBgn0011758,FBgn0168440,FBgn0187330,20.442,19.5531,11.6889,10.6523,10.9975,9.18549,8.89084,9.44324,12.2992,12.8573,11.8939,11.8711,13.9039,11.4377,14.34,13.7014,14.2378,18.2228,17.8093,16.1718
B-H2,FBgn0004854,FBgn0168437,FBgn0187328,10.0941,9.68961,8.8056,8.79907,8.78467,7.71535,7.61818,7.12233,11.2212,11.868,11.2201,12.8393,13.6977,14.5,7.70347,8.69217,9.15791,10.0722,10.1945,10.6027
B4,FBgn0023407,FBgn0180323,FBgn0193468,51.7049,48.9096,8.86237,8.86374,8.45885,6.92854,6.97722,6.94598,6.56919,6.9886,6.40407,6.61541,6.20248,6.65029,7.9786,7.81149,8.09807,8.02056,7.64132,7.60681
BBS1,FBgn0035741,FBgn0169740,FBgn0185688,13.6211,13.8747,6.45321,6.09588,6.12445,5.72209,4.80977,4.90176,6.80084,6.73064,8.08393,7.39174,7.73656,7.3647,5.5134,6.05263,5.30166,6.94895,7.3247,7.13634
BBS4,FBgn0033578,FBgn0176134,FBgn0182532,53.7153,53.0138,29.7268,32.0193,31.0739,27.5899,28.8301,26.7157,34.7008,34.4372,33.8225,32.6141,33.2084,34.4475,53.377,50.5726,53.7269,62.2442,62.858,58.8138
BBS8,FBgn0031255,FBgn0171655,FBgn0194416,30.5471,30.5382,13.2142,13.107,13.8234,12.0092,11.4655,11.9914,15.158,14.0958,14.7633,13.9949,14.8246,15.582,18.9352,20.5763,20.5473,21.6337,21.8229,22.298
BCL7-like,FBgn0026149,FBgn0166310,FBgn0068703,6.43972,5.82285,5.81766,3.76752,5.5588,4.15122,5.49854,4.16338,3.67795,4.25934,4.58195,7.10364,4.5075,4.48859,4.88616,3.4058,3.60983,5.33258,3.43939,4.30295
BEAF-32,FBgn0015602,FBgn0176450,FBgn0182833,28.9255,27.2854,17.3606,18.2398,16.5328,16.9716,15.6652,17.6039,19.8366,21.6178,21.4734,21.6537,20.0164,19.6267,16.1364,17.6822,17.1792,18.4168,20.0984,17.9293
BG4,FBgn0038928,FBgn0181249,FBgn0192375,5.02575,5.47041,4.49856,3.33804,5.36638,4.45819,5.08252,4.68582,4.77563,5.3095,5.28249,6.08735,4.56335,5.45939,8.07583,10.7174,9.25921,9.52046,11.0983,9.54447
BHD,FBgn0261111,FBgn0169747,FBgn0185696,7.27801,7.20602,4.17266,4.57638,4.87525,4.43344,4.03137,4.59231,5.69087,5.62809,6.21072,6.05637,4.62023,5.72453,5.1957,4.94195,6.14529,5.79339,5.69901,5.82441
BM-40-SPARC,FBgn0026562,FBgn0165112,FBgn0189657,300.309,310.794,232.484,242.279,242.244,227.692,224.635,220.688,331.059,339.231,341.698,381.283,400.579,387.122,355.863,356.153,364.995,418.448,426.383,431.082
